FRAME,TRACKID,COORD_X,COORD_Y
0,-1,2661.639893,41.383884
0,2,797.413513,246.400848
0,3,597.663635,374.140778
0,4,856.343323,672.615784
0,-1,304.134888,829.648865
0,-1,63.832256,897.344116
0,-1,2781.674072,959.981689
0,-1,72.926025,971.706848
1,-1,2661.686279,42.357841
1,2,797.657043,246.466949
1,3,597.325378,374.248016
1,4,857.111938,670.790833
1,-1,301.114349,826.122314
1,-1,62.557972,896.277771
1,-1,2780.77002,960.360168
1,-1,73.738503,971.183899
2,2,796.170654,246.275101
2,3,595.910522,375.060303
2,4,839.758545,663.301147
2,-1,298.245819,823.966675
2,-1,62.650463,896.763916
2,-1,2780.354736,960.108093
2,-1,72.948647,972.29187
3,2,789.308411,246.314636
3,3,603.112488,372.474152
3,4,837.935852,662.826416
3,-1,63.215054,897.647339
3,-1,2786.587646,960.170715
3,-1,75.644394,969.670654
4,2,789.030701,246.297546
4,3,603.830383,372.514893
4,4,821.053467,657.46228
4,-1,62.843678,896.574707
4,-1,76.239082,968.276489
4,-1,2779.090088,959.835999
5,2,789.217957,246.25
5,3,596.841125,374.752106
5,4,806.845398,655.802612
5,-1,63.639381,896.772095
5,-1,76.900436,968.393921
5,-1,2775.570312,959.348938
6,-1,75.965279,50.520832
6,-1,74.445885,224.012985
6,2,789.149658,246.398087
6,-1,73.604347,349.243469
6,3,603.817383,372.395203
6,-1,82.262032,557.542786
6,4,781.876709,649.086731
6,-1,78.018433,724.764954
6,-1,309.049774,814.769226
6,-1,67.345657,897.277283
6,-1,73.58432,972.845581
7,-1,65.557343,50.272934
7,-1,59.916336,235.199203
7,2,789.427673,246.21846
7,-1,60.726086,360.491302
7,3,597.013733,374.662079
7,-1,69.61628,557.025208
7,4,760.997742,647.855835
7,-1,63.744492,736.030823
7,-1,310.448151,813.251831
7,-1,62.010582,892.90741
7,-1,67.14035,979.598999
8,-1,47.401962,49.965687
8,-1,47.594036,232.972473
8,2,789.37384,246.218842
8,-1,48.546612,355.608063
8,3,604.29834,371.763947
8,-1,51.020832,557.56481900000006
8,4,721.447266,647.781799
8,-1,751.355164,646.915894
8,-1,50.324875,732.164978
8,-1,312.955566,811.748169
8,-1,51.738007,990.479675
9,-1,40.997444,49.946293
9,-1,40.159763,236.479294
9,2,788.990601,246.150467
9,-1,829.415955,245.008408
9,-1,40.793697,362.022919
9,3,603.386292,372.520538
9,-1,44.64151,558.22644
9,4,699.443909,651.046753
9,-1,42.689373,736.534058
9,-1,315.046051,811.016418
9,-1,43.235088,991.007019
10,-1,24.280285,50.073635
10,-1,24.482866,238.264801
10,2,796.665955,246.107224
10,-1,24.535929,364.251495
10,3,604.644287,372.241974
10,-1,28.646288,558.951965
10,4,678.454285,659.150452
10,-1,26.293159,738.592834
10,-1,317.139923,809.453918
10,-1,29.845455,987.963623
11,-1,18.50259,49.937824
11,-1,15.867596,239.331009
11,2,788.933716,245.954819
11,-1,16.809092,363.766663
11,3,601.202881,372.887695
11,-1,19.877316,558.080994
11,4,663.838257,661.636963
11,-1,19.423948,739.29126
11,-1,312.314728,806.418335
11,-1,21.726444,985.848022
12,-1,9.525598,49.081913
12,-1,9.962963,232.049377
12,2,796.008362,246.174011
12,-1,9.740741,360.847229
12,3,596.306885,374.924194
12,-1,11.376021,559.896484
12,4,650.043823,665.31073
12,-1,11.475491,736.705872
12,-1,306.170624,803.154785
12,-1,11.772201,987.250977
13,2,793.607544,245.832153
13,4,635.511841,669.023682
13,-1,303.030884,801.409241
13,-1,8.338583,972.37268099999994
14,2,787.529846,246.242538
14,-1,299.591431,800.59143099999994
15,-1,218.109711,491.767944
15,-1,296.470367,798.810303
16,5,605.655701,372.659332
16,-1,217.63446,492.920166
16,-1,599.40094,674.893738
17,5,598.903503,374.760956
17,-1,217.013641,493.850006
17,-1,589,674.733032
18,5,598.613647,374.71817
18,-1,216.659393,495.065491
19,6,796.037292,245.041046
19,5,605.089722,372.192688
20,6,796.699219,245.388672
20,5,599.125244,374.732483
21,6,798.071594,245.212631
21,5,599.067993,374.934204
22,-1,80.514496,46.086956
22,-1,78.252426,200.614075
22,6,798.54126,244.841049
22,-1,81.233765,318.52597
22,5,599.833313,374.675446
22,-1,82.31189,696.538025
22,-1,465.10788,698.020386
22,-1,86.522812,945.266174
23,-1,74.065277,48.503918
23,-1,76.385414,210.12291
23,6,796.784119,245.118134
23,-1,76.792709,336.587708
23,5,598.956055,374.92746
23,-1,452.326324,698.902649
23,-1,79.164734,713.675171
23,-1,81.812775,963.264343
24,-1,69.67897,50.003689
24,-1,2799.11084,42.228374
24,-1,71.802299,216.821503
24,6,788.988098,244.532745
24,-1,72.13765,342.787445
24,5,599.620239,374.521362
24,-1,442.334717,702.24115
24,-1,72.0084,723.714294
24,-1,74.941956,973.358826
25,-1,64.465851,50.409809
25,-1,58.290321,233.489731
25,6,789.135437,244.559082
25,-1,61.12434,355.283081
25,5,599.507751,374.611481
25,-1,61.93578,729.483948
25,-1,63.403294,983.349792
26,-1,44.495026,50.263683
26,-1,48.234638,235.930161
26,6,788.830139,245.176285
26,-1,50.83371,358.748322
26,5,599.635376,374.859283
26,-1,415.149323,708.258667
26,-1,53.688248,734.189453
26,-1,52.615162,984.656006
27,-1,34.905853,49.623409
27,-1,38.347179,238.4095
27,6,796.496033,245.281494
27,-1,37.962364,363.448914
27,5,599.216736,374.828339
27,-1,37.656109,618.099548
27,-1,409.134888,710.548401
27,-1,40.85302,738.049866
27,7,2779.843994,957.224365
27,-1,42.837837,987.780762
28,-1,24.272058,50.497547
28,-1,25.670176,239.933334
28,6,794.941772,245.228683
28,-1,26.350483,364.614136
28,5,599.485779,374.646912
28,-1,404.510315,710.392334
28,-1,28.833334,738.656677
28,7,2775.723145,957.515564
28,-1,30.739584,989.243042
29,-1,13.992228,50.901554
29,-1,14.498361,239.619675
29,6,795.494141,245.378906
29,-1,14.020058,364.865326
29,5,599.058289,374.517487
29,-1,14.985765,554.430603
29,-1,439.366821,690.737976
29,-1,399.057037,710.36499
29,-1,16.746914,739.283936
29,-1,209.117432,823.515137
29,7,2774.591797,957.024353
29,-1,19.503225,988.877441
30,-1,6.715068,49.98904
30,-1,6.737127,240.712738
30,6,789.079712,244.912598
30,-1,7.292566,365.985626
30,5,596.73761,375.871735
30,-1,9.285246,564.160645
30,-1,233.05661,554.48114
30,-1,432.330048,693.5271
30,-1,8.814285,740.237122
30,-1,209.88208,826.54248
30,7,2774.293213,957.572449
30,-1,11.178788,988.93634
31,-1,574.344177,385.711639
31,-1,231.416672,552.125
31,-1,212.231934,827.140686
31,7,2775.297119,957.307983
32,-1,823.102783,246.495331
32,-1,233.297104,548.565247
32,-1,429.961548,693.75
32,-1,213.481812,828.595459
32,7,2780.905273,957.859192
33,8,608.503296,371.158936
33,7,2774.027344,956.462769
34,8,606.416931,372.763855
34,-1,63.852459,652.429504
34,7,2773.988281,957.402344
35,8,600.141785,374.113037
35,-1,65.650002,653.565796
35,7,2774.668945,956.950195
36,8,600.842957,374.392548
36,-1,66.813866,654.372253
36,7,2780.173828,957.635864
37,-1,763.494812,237.259521
37,8,598.828186,375.044403
37,-1,65.580643,653.343445
37,7,2774.140381,956.694275
38,-1,761.485596,236.961655
38,8,605.825989,372.433624
38,-1,8.551282,636.166687
38,-1,66.558067,655.58551
38,7,2773.166748,957.207336
39,-1,760.730042,236.861969
39,8,605.964294,372.116058
39,-1,68.025276,654.685608
39,7,2779.677246,957.642883
40,-1,760.840027,236.984619
40,8,606.715088,372.154083
40,-1,11.322147,635.593933
40,-1,66.73365,653.578918
40,7,2778.671631,958.17041
41,-1,767.94342,237.892929
41,8,606.939575,371.867065
41,-1,10.943089,637.695129
41,-1,61.823914,650.191284
41,7,2781.389648,958.31018099999994
42,-1,761.141907,236.788773
42,8,598.468872,375.430389
42,-1,12.168449,640.278076
42,-1,64.354164,651.821167
42,7,2778.207764,957.152344
43,8,600.326721,374.70694
43,-1,12.588785,637.370728
43,-1,69.808632,656.728027
43,7,2773.079346,956.960266
44,8,601.540894,374.285126
44,-1,14.222857,636.477173
44,-1,70.159164,658.366577
44,-1,493.155334,697.427185
44,7,2772.554688,956.007812
45,9,757.023376,236.672897
45,8,602.04248,373.449402
45,-1,13.747159,636.829529
45,-1,69.760117,656.364319
45,7,2777.603027,957.182373
46,9,755.253662,235.878052
46,8,608.762085,371.379181
46,-1,13.60472,636.876099
46,-1,68.079025,655.264343
46,-1,517.356506,694.745361
46,7,2771.727539,955.782959
47,9,759.83429,235.355026
47,-1,14.241791,635.582092
47,-1,69.968849,658.150818
47,7,2771.89917,956.825562
48,9,763.642212,236.275223
48,-1,221.712265,537.5802
48,-1,11.713816,637.572388
48,-1,69.282898,656.421082
48,7,2772.193359,956.219666
49,9,768.383362,237.22963
49,-1,578.986023,384.302338
49,-1,219.995636,526.711792
49,-1,67.984566,654.226868
49,-1,10.911972,638.866211
49,7,2771.778564,956.869568
50,-1,3.853081,50.976303
50,-1,5.041916,238.835327
50,9,767.85907,236.994293
50,-1,5.593176,365.220459
50,-1,222.547623,524.042847
50,-1,5.808785,559.61499
50,-1,9.029346,633.923279
50,-1,67.948677,656.432556
50,-1,8.264249,740.608826
50,-1,255.137497,846.791687
50,7,2771.929199,955.962708
50,-1,11.625,989.598206
51,-1,9.488372,50.483204
51,9,761.043701,235.822403
51,-1,11.541034,239.732529
51,-1,12.336257,365.459076
51,10,599.428589,375.052643
51,-1,11.470149,558.450256
51,-1,11.261006,636.141479
51,-1,69.292351,655.740601
51,-1,16.842592,739.55249
51,7,2770.876221,956.086975
51,-1,19.973856,989.372559
52,-1,28.056267,49.496162
52,-1,32.871071,238.562897
52,9,760.900574,236.130676
52,-1,32.112759,363.949554
52,10,600.860535,374.70816
52,-1,30.979774,558.422485
52,-1,70.299805,658.912964
52,-1,36.170731,739.387207
52,-1,41.360783,989.823547
53,-1,39.260761,49.744305
53,-1,43.159092,238.105118
53,9,768.460632,236.720474
53,-1,42.970352,362.064697
53,10,602.01532,374.385132
53,-1,41.253731,558.054749
53,-1,67.967308,655.329895
53,-1,47.798244,736.251465
53,-1,52.550419,988.041992
54,-1,49.736713,48.719807
54,-1,54.303371,235.747192
54,9,769.263184,237.093124
54,-1,54.352024,359.887848
54,10,601.832947,374.608795
54,-1,52.158394,558.513
54,-1,71.672447,659.024292
54,-1,60.568691,734.006409
54,-1,63.340069,983.481506
55,-1,71.967743,48.892471
55,-1,74.66732,212.925201
55,9,759.652039,235.219177
55,-1,75.821999,337.347992
55,10,602.277893,374.382935
55,-1,74.544777,557.990662
55,-1,77.202515,690.432495
55,-1,728.122437,709.976196
55,-1,81.529976,963.872925
56,-1,80.481621,46.742645
56,-1,77.187309,202.105743
56,9,768.971985,236.97197
56,-1,76.753426,324.835602
56,10,602.340881,374.272736
56,-1,83.613403,558.956177
56,-1,80.868958,680.591248
56,-1,738.309692,711.358215
56,-1,338.207916,851.653442
57,9,760.351562,236.111984
57,10,602.608337,374.400452
57,-1,94.320984,556.555542
57,-1,741.53125,712.462524
57,-1,343.524445,852.417786
58,9,768.435669,236.952591
58,10,601.752136,374.728821
58,-1,745.621765,713.508667
58,-1,350.875458,854.564087
59,10,602.599976,374.565125
59,-1,751.223267,713.837219
59,-1,354.726501,855.252136
60,-1,780.108887,239.054459
60,10,602.269714,374.628632
60,-1,357.242798,857.423889
61,10,602.008423,374.626587
61,-1,359.274994,857.762512
62,11,757.358521,236.561325
62,10,602.968384,374.286682
62,-1,829.566895,707.853516
63,-1,142.495575,106.9646
63,11,758.690674,236.291367
63,10,603.422363,374.134705
64,11,765.295044,237.39415
64,10,609.962402,371.966156
64,-1,854.731995,709.159973
65,11,759.883057,236.824615
65,10,611.407227,371.764709
65,-1,859.347168,709.920776
66,11,766.805542,237.779907
66,-1,865.043457,709.927551
67,-1,12.28125,48.71307
67,-1,12.09607,237.541489
67,11,759.488159,236.402145
67,-1,13.04811,364.711334
67,12,599.403748,375.642853
67,-1,15.097561,558.565857
67,-1,870.644592,710.487793
67,-1,15.017361,739.916687
67,-1,18.25,988.727844
68,-1,20.961905,50.066666
68,-1,20.671827,238.396286
68,11,756.371643,235.985626
