FRAME,TRACKID,COORD_X,COORD_Y
0,2,1520.021973,98.081909
0,3,2185.789551,268.194092
0,4,562.346313,380.587189
0,5,2576.207031,539.942871
0,6,2170.353271,694.489197
0,7,2315.668945,818.555725
0,8,759.429504,990.725647
1,2,1518.793823,98.372841
1,3,2189.773193,267.819336
1,4,568.38147,385.258118
1,5,2565.891357,538.226135
1,6,2170.584961,695.031006
1,7,2313.9104,818.730896
1,8,758.08313,991.695251
2,2,1524.05188,97.680664
2,3,2188.688232,266.441559
2,4,570.100952,386.667755
2,5,2557.518311,536.909119
2,6,2151.181152,697.359619
2,7,2312.302734,818.326111
2,8,758.35083,991.638428
3,2,1522.24292,97.66449
3,3,2185.853027,266.463989
3,4,571.050659,387.727112
3,5,2552.835693,535.849243
3,6,2144.180176,695.900818
3,7,2312.022949,817.395081
3,8,758.175415,991.763855
4,2,1520.640503,97.764503
4,3,2189.330811,266.241241
4,4,570.811829,387.497681
4,5,2548.358643,535.106689
4,6,2139.167969,698.382019
4,7,2310.447998,817.152039
4,8,758.140137,991.73584
5,2,1517.45874,98.048965
5,3,2190.082031,266.27459700000003
5,4,572.611084,388.33017
5,5,2544.968262,534.635376
5,6,2133.694092,697.927856
5,7,2305.422852,817.731567
5,8,757.883423,992.054321
6,2,1515.088013,98.285072
6,3,2189.952148,266.409607
6,4,573.624817,389.417664
6,5,2540.675537,534.445679
6,6,2111.209229,698.22699
6,7,2320.082764,811.532959
6,8,758.718018,991.292419
7,2,1517.917969,98.115578
7,3,2189.282471,266.717468
7,4,575.036499,390.525208
7,5,2530.804443,533.020874
7,6,2044.865845,699.12561
7,7,2319.852051,811.077698
7,8,758.956116,991.158264
8,2,1517.047119,98.20755
8,3,2188.892578,266.52594
8,4,577.077942,393.227112
8,5,2517.020996,531.001526
8,6,1987.519531,701.578918
8,7,2315.88916,812.072266
8,8,758.748718,991.441101
9,2,1516.493408,98.252373
9,3,2190,266.678558
9,4,578.925171,394.812927
9,5,2509.383545,529.700562
9,6,1986.641479,699.619934
9,7,2311.185791,812.788025
9,8,758.188721,991.693298
10,2,1517.684204,98.070778
10,3,2189.781982,266.432343
10,4,582.20282,397.505249
10,5,2500.03125,528.390808
10,6,1986.39563,698.254761
10,7,2302.281982,814.895203
10,8,760.660095,990.007385
11,2,1516.041748,98.229599
11,3,2189.250977,266.565369
11,4,583.27124,398.922516
11,5,2491.807617,526.95575
11,6,1986.673828,697.020081
11,7,2298.512939,815.552002
11,8,761.948608,989.06311
12,2,1516.089722,98.203735
12,3,2189.471924,266.434448
12,4,584.987854,402.279999
12,5,2485.246338,525.983765
12,6,1986.642212,696.923828
12,7,2291.42749,817.177185
12,8,760.146057,990.330811
13,2,1515.98291,98.409866
13,3,2190.403564,266.150879
13,4,586.382996,404.389069
13,5,2478.591553,525.401611
13,6,1986.322021,696.826111
13,7,2282.071777,819.62262
13,8,757.607117,992.094604
14,2,1516.035156,98.495377
14,3,2181.590088,265.925476
14,4,587.248901,404.286316
14,5,2461.55127,523.182373
14,-1,2490.143555,528.43981900000006
14,6,1985.419067,697.587891
14,7,2273.602051,821.801025
14,8,756.201965,992.899719
15,2,1516.733887,98.427521
15,3,2188.981689,265.355255
15,4,591.10437,407.446289
15,5,2460.844727,523.99585
15,6,1987.421997,694.748779
15,7,2267.721436,822.731323
15,8,754.992065,992.374573
16,2,1516.699097,98.579437
16,3,2185.88208,264.80658
16,4,596.900635,412.032562
16,5,2443.616699,522.047119
16,6,1985.538208,696.176392
16,7,2261.659912,823.66333
16,8,755.77417,991.222595
17,2,1515.988892,99
17,3,2188.435059,263.25
17,4,598.24762,411.960052
17,5,2444.280518,522.945312
17,6,1985.361816,696.457947
17,7,2257.326416,823.598999
17,8,755.72168,991.303467
18,2,1521.394531,98.3591
18,3,2184.468262,260.385162
18,4,602.648743,413.9664
18,5,2437.386719,522.694031
18,6,1981.485718,689.729858
18,7,2249.758789,824.141663
18,8,757.04126,991.444458
19,2,1517.083862,99.307564
19,3,2185.60791,259.963715
19,4,604.413025,413.155273
19,5,2429.359375,523.001526
19,6,2030.792847,694.194397
19,7,2239.390869,823.541931
19,8,758.101929,990.338196
20,2,1513.497314,99.725777
20,3,2188.300293,258.864105
20,4,604.937317,412.845551
20,5,2427.203369,522.394653
20,6,2032.174683,693.434692
20,7,2236.593018,822.690308
20,8,757.28595,991.639038
21,2,1513.344604,99.446053
21,3,2192.351074,258.204254
21,4,607.769958,414.100647
21,5,2428.974609,522.904968
21,6,2033.357544,692.68927
21,7,2228.684814,823.031494
21,8,757.035156,990.760498
22,2,1513.306763,99.57019
22,3,2197.513916,257.556976
22,4,610.097473,414.759674
22,5,2425.329102,522.464417
22,6,2032.096802,692.452881
22,7,2225.409668,822.070801
22,8,757.548157,991.11377
23,2,1513.034058,99.052315
23,3,2203.672363,257.089355
23,4,611.131409,414.426636
23,5,2425.843018,522.49115
23,6,2031.267456,694.754944
23,7,2218.369141,822.126526
23,8,757.826355,990.811401
24,2,1510.293091,99.079819
24,3,2208.668945,256.835541
24,4,614.830627,415.637512
24,5,2423.546387,522.021423
24,6,2031.718994,693.487122
24,7,2214.181641,821.375
24,8,758.468872,990.587219
25,2,1508.98999,99.046715
25,3,2212.648438,256.737976
25,4,615.514954,414.752502
25,5,2423.455078,522.21875
25,6,2031.060425,692.706177
25,7,2209.417969,821.434875
25,8,757.656311,989.882141
26,2,1509.476196,99.021042
26,3,2215.123291,256.376587
26,4,615.942078,414.377411
26,5,2423.417969,522.398621
26,6,2031.998779,693.13269
26,7,2204.699707,820.888489
26,8,757.634949,991.222412
27,2,1508.128784,98.644836
27,3,2219.962158,256.073517
27,4,621.442871,414.924438
27,5,2422.518066,522.041443
27,6,2033.836304,692.797668
27,7,2196.568604,820.83905
27,8,755.552124,992.478821
28,2,1508.143799,99.084938
28,3,2222.781982,255.85257
28,4,631.86615,413.885254
28,5,2421.559326,522.097778
28,6,2034.458984,692.812195
28,7,2192.979248,820.311523
28,8,755.357483,992.096741
29,2,1541.752563,114.511864
29,3,2225.420166,255.573532
29,4,627.283875,413.267395
29,5,2421.325195,521.958618
29,6,2035.893555,694.614075
29,7,2189.484375,819.515625
29,8,760.604919,989.360779
30,2,1543.164917,109.146049
30,3,2234.189209,254.74054
30,4,632.73205599999994,413.77359
30,5,2425.029785,522.262756
30,6,2034.139404,693.725037
30,7,2185.46875,818.053284
30,8,759.899597,989.90741
31,2,1543.323853,109.65609
31,3,2237.329834,253.961014
31,4,640.579224,412.82074
31,5,2424.170898,522.033936
31,6,2052.505127,697.136719
31,-1,3236.804688,804.581421
31,7,2177.200684,818.062866
31,8,758.690979,990.675354
32,2,1541.931274,109.410934
32,3,2240.617676,253.86911
32,4,646.883362,413.017212
32,5,2421.421631,521.7771
32,6,2063.296875,695.627991
32,7,2169.766113,818.094482
32,8,757.776611,991.706116
33,2,1542.829224,109.944717
33,3,2244.369141,253.215118
33,4,652.283142,413.050812
33,5,2421.605713,521.753418
33,6,2072.917725,698.452026
33,7,2161.727783,818.522522
33,8,756.715454,992.593933
34,2,1542.43811,109.607491
34,3,2247.973633,252.850433
34,4,663.5,413.141022
34,5,2418.917236,521.4198
34,6,2081.152588,698.301453
34,7,2152.601807,819.055969
34,8,757.985535,991.587402
35,2,1541.538696,110.131531
35,3,2252.346191,252.470093
35,4,665.323975,413.335205
35,5,2422.899658,521.98053
35,6,2079.915283,697.035461
35,7,2140.364258,820.427002
35,8,758.824585,991.17041
36,2,1538.958618,100.122681
36,3,2254.095215,252.277557
36,4,673.755005,413.785004
36,5,2421.898193,521.916809
36,6,2080.634766,697.17749
36,7,2132.624512,821.086182
36,8,756.896301,992.180054
37,2,1541.401733,106.406898
37,3,2256.618896,251.780746
37,4,671.573975,412.626007
37,5,2421.609131,521.828674
37,6,2081.476318,696.964539
37,7,2123.985596,821.935242
37,8,757.107727,992.248352
38,2,1553.171631,89.055
38,3,2261.002686,250.907608
38,4,673.979858,413.564514
38,5,2421.580566,521.753845
38,6,2080.56958,696.493286
38,7,2116.645264,822.026855
38,8,757.03356900000006,992.195984
39,2,1555.684326,87.261276
39,3,2262.736816,250.658066
39,4,676.986023,414.440002
39,5,2419.70166,521.516724
39,6,2079.773682,696.616577
39,7,2103.313232,823.275269
39,8,757.126526,991.934692
40,2,1559.931396,87.99498
40,3,2267.072266,249.889481
40,4,679.56781,414.385651
40,5,2418.207031,522.473511
40,6,2080.0625,695.921082
40,7,2096.543457,823.789062
40,8,757.086548,992.100281
41,2,1562.321045,89.028427
41,3,2273.085205,249.337143
41,4,682.029602,414.316681
41,5,2402.918457,519.755188
41,6,2081.105713,693.218933
41,7,2083.912109,824.914612
41,8,758.434814,990.981934
42,2,1563.247925,89.706284
42,3,2274.785889,248.926376
42,4,683.680542,413.703217
42,5,2389.385254,519.104309
42,6,2091.902832,695.090698
42,7,2076.491943,823.139526
42,8,760.03772,990.167908
43,2,1564.141357,89.994888
43,3,2276.665771,248.801971
43,4,684.463745,413.663055
43,5,2382.572266,518.355347
43,6,2093.53125,695.105286
43,7,2068.970215,823.339172
43,8,760.163208,990.096924
44,2,1563.922852,89.619125
44,3,2278.755371,248.299088
44,4,685.958313,413.284088
44,5,2375.738037,517.343445
44,6,2095.495117,694.092529
44,7,2061.802734,823.488831
44,8,758.592102,990.991089
45,2,1564.950317,89.977737
45,3,2285.011719,247.269226
45,4,695.84491,414.954285
45,5,2366.519775,515.935425
45,6,2099.803955,695.924622
45,7,2046.82666,823.562317
45,8,755.549011,992.942383
46,2,1566.016602,89.85524
46,3,2289.773682,246.766037
46,4,701.880066,415.145081
46,5,2359.746582,515.534973
46,6,2090.4646,697.237488
46,7,2031.98938,825.46936
46,8,754.791626,992.470764
47,2,1566.62561,89.861328
