frame,labelimageId,trackId,lineageId,parentTrackId,mergerLabelId,Convexity_0,Number_of_Defects_0,Mean_Defect_Displacement_0,Mean_Defect_Area_0,Variance_of_Defect_Area_0,Convex_Hull_Center_0,Convex_Hull_Center_1,Object_Center_0,Object_Center_1,Object_Area_0,Kurtosis_of_Intensity_0,Maximum_intensity_0,Mean_Intensity_0,Minimum_intensity_0,Principal_components_of_the_object_0,Principal_components_of_the_object_1,Principal_components_of_the_object_2,Principal_components_of_the_object_3,Radii_of_the_object_0,Radii_of_the_object_1,Skewness_of_Intensity_0,Total_Intensity_0,Variance_of_Intensity_0,Average_Branch_Length_0,Number_of_Branches_0,Diameter_0,Euclidean_Diameter_0,Number_of_Holes_0,Center_of_the_Skeleton_0,Center_of_the_Skeleton_1,Terminal_1_0,Terminal_1_1,Terminal_2_0,Terminal_2_1,Length_of_the_Skeleton_0,Bounding_Box_Maximum_0,Bounding_Box_Maximum_1,Bounding_Box_Minimum_0,Bounding_Box_Minimum_1,Size_in_pixels_0,Center_of_the_object_0,Center_of_the_object_1
100,1,2,2,0,0,0.591684,4,23.416286,191.500000,28899.666016,2481.000000,39.500000,2486.412598,40.846848,1110.000000,-1.096488,59.000000,38.381081,20.000000,0.999723,-0.023549,-0.023549,-0.999723,16.506241,6.057595,-0.016906,42603.000000,71.417839,8.880972,41,72.213203,66.068146,0,2482,42,2514.000000,47.000000,2448.000000,44.000000,364.119843,2514,53,2448,26,1110.000000,2486,40
100,2,10,10,0,0,0.784632,4,15.122074,49.750000,824.916687,987.500000,249.000000,988.012390,248.955856,725.000000,-0.462326,62.000000,31.544828,11.000000,0.999927,0.012043,0.012043,-0.999927,12.120868,5.010855,0.659746,22870.000000,126.264542,9.468915,25,46.142136,35.014282,0,987,249,1004.000000,240.000000,969.000000,241.000000,236.722870,1009,259,966,239,725.000000,988,248
100,3,3,3,0,0,0.620736,4,22.748684,141.750000,13762.916992,1563.000000,430.000000,1567.171387,428.995697,928.000000,0.147779,60.000000,34.019398,11.000000,0.995277,0.097077,0.097077,-0.995277,15.940120,5.158963,0.519257,31570.000000,87.208679,11.435833,17,71.041634,63.000000,0,1564,426,1594.000000,429.000000,1531.000000,429.000000,194.409164,1595,441,1531,419,928.000000,1567,428
100,4,13,13,0,0,0.557060,4,18.903769,114.500000,6249.666504,2828.000000,493.500000,2833.151123,493.553833,576.000000,0.641382,51.000000,23.904514,10.000000,0.999724,0.023476,0.023476,-0.999724,10.161419,5.044529,1.089292,13769.000000,79.697479,18.863960,4,49.727921,46.270943,0,2829,493,2851.000000,496.000000,2805.000000,491.000000,75.455841,2851,504,2805,483,576.000000,2833,493
100,5,12,12,0,0,0.506173,4,14.424745,140.000000,22937.333984,1881.000000,731.500000,1881.763062,736.355408,574.000000,1.491021,36.000000,17.087109,5.000000,-0.040625,-0.999174,0.999174,-0.040625,11.176990,5.322405,0.354955,9808.000000,24.553389,11.656855,10,52.798988,39.560081,0,1882,734,1868.000000,748.000000,1882.000000,711.000000,116.568542,1894,752,1868,711,574.000000,1881,736
100,6,8,8,0,0,0.725614,4,20.750404,97.750000,8022.250000,1547.000000,1007.000000,1550.477783,1007.382019,1034.000000,-0.696443,67.000000,40.549324,5.000000,0.998652,-0.051910,-0.051910,-0.998652,14.880490,5.789215,-0.421543,41928.000000,214.678909,10.845142,28,60.384777,55.785301,0,1548,1008,1573.000000,998.000000,1519.000000,1012.000000,303.664001,1575,1019,1519,995,1034.000000,1550,1007
100,7,9,9,0,0,0.704407,4,21.741774,109.000000,10100.666992,2023.000000,1160.000000,2027.176147,1160.411011,1039.000000,-0.948781,64.000000,39.964390,7.000000,0.999384,-0.035096,-0.035096,-0.999384,15.114530,5.769202,-0.286783,41523.000000,192.656097,10.024661,31,62.142136,58.000000,0,2023,1160,2052.000000,1165.000000,1994.000000,1165.000000,310.764496,2052,1172,1994,1148,1039.000000,2027,1160
101,1,2,2,0,0,0.606622,4,23.362087,175.250000,26730.916016,2517.500000,41.000000,2523.820557,40.854763,1081.000000,-1.078508,59.000000,37.668827,17.000000,0.996679,0.081433,0.081433,-0.996679,16.276066,6.001028,-0.020689,40720.000000,83.710861,12.467237,22,70.384773,63.150612,0,2518,42,2547.000000,52.000000,2485.000000,40.000000,274.279236,2550,54,2485,28,1081.000000,2523,40
101,2,10,10,0,0,0.805094,5,16.489378,35.200001,830.700012,995.000000,247.000000,995.894104,246.419525,727.000000,-0.270516,61.000000,28.423658,8.000000,0.999855,0.017038,0.017038,-0.999855,11.437559,5.307514,0.844920,20664.000000,140.026840,8.996828,24,46.556351,38.275318,0,995,246,1010.000000,237.000000,974.000000,250.000000,215.923889,1016,257,974,237,727.000000,995,246
101,3,3,3,0,0,0.576493,5,23.480495,136.199997,19852.699219,1580.000000,430.500000,1584.805786,428.913696,927.000000,0.038413,61.000000,33.967636,8.000000,0.996900,0.078675,0.078675,-0.996900,15.836646,5.165560,0.399672,31488.000000,101.271873,11.498960,19,70.970566,66.121101,0,1581,426,1613.000000,434.000000,1547.000000,430.000000,218.480225,1613,442,1547,419,927.000000,1584,428
101,4,13,13,0,0,0.628472,4,18.861538,80.250000,8860.916992,2898.500000,505.500000,2902.462158,503.889496,543.000000,-0.352725,47.000000,32.896870,23.000000,0.996726,0.080858,0.080858,-0.996726,10.887095,4.265839,0.263191,17863.000000,18.022512,8.290299,18,50.727921,47.518417,0,2899,504,2922.000000,507.000000,2875.000000,500.000000,149.225403,2922,514,2875,497,543.000000,2902,503
101,5,12,12,0,0,0.657407,4,13.286696,74.000000,5539.333496,1891.000000,732.500000,1891.711304,734.468323,568.000000,0.161883,31.000000,16.373240,5.000000,0.416928,-0.908939,0.908939,0.416928,8.818793,5.770872,0.411566,9300.000000,27.283228,7.540939,17,42.698486,29.068884,0,1891,732,1882.000000,746.000000,1880.000000,717.000000,128.195953,1904,748,1878,717,568.000000,1891,734
101,6,14,14,0,0,0.530612,4,17.046728,109.250000,5336.916504,3018.000000,905.000000,3013.894775,905.113342,494.000000,2.233755,42.000000,20.253036,10.000000,0.999893,0.014612,0.014612,-0.999893,11.837601,4.000142,1.474548,10005.000000,37.221397,25.449747,2,50.899494,48.259712,0,3018,906,2994.000000,902.000000,3042.000000,907.000000,50.899494,3042,914,2994,896,494.000000,3013,905
101,7,8,8,0,0,0.723509,4,21.054581,98.500000,9760.333008,1551.000000,1006.000000,1554.295776,1006.995178,1031.000000,-0.727584,65.000000,40.448109,5.000000,0.997070,-0.076496,-0.076496,-0.997070,14.738215,5.823218,-0.423428,41702.000000,218.604248,9.982115,34,60.142136,42.426407,0,1551,1007,1565.000000,1018.000000,1523.000000,1012.000000,339.391907,1579,1018,1523,994,1031.000000,1554,1006
101,8,9,9,0,0,0.732345,4,22.388071,94.750000,6169.583496,2035.000000,1159.500000,2038.602661,1159.616211,1037.000000,-0.905932,66.000000,39.923820,6.000000,0.999619,-0.027584,-0.027584,-0.999619,15.018414,5.749794,-0.338366,41401.000000,203.094482,9.664288,31,62.313709,58.008621,0,2036,1160,2064.000000,1163.000000,2006.000000,1164.000000,299.592926,2064,1171,2006,1148,1037.000000,2038,1159
102,1,2,2,0,0,0.659259,5,22.401411,110.400002,25173.300781,2536.500000,45.000000,2541.870850,43.449440,1068.000000,-0.616035,59.000000,37.177902,8.000000,0.989030,0.147718,0.147718,-0.989030,15.366452,6.012463,-0.374079,39706.000000,113.282959,9.354590,37,66.798988,46.529560,0,2538,44,2553.000000,32.000000,2507.000000,39.000000,346.119843,2566,58,2507,32,1068.000000,2541,43
102,2,10,10,0,0,0.766026,5,12.843552,29.200001,530.700012,1006.500000,243.500000,1007.062744,243.414230,478.000000,-0.465125,53.000000,26.682009,6.000000,0.302252,-0.953228,0.953228,0.302252,6.555256,6.113601,0.523844,12754.000000,108.593445,7.054362,22,35.213203,16.124516,0,1008,243,996.000000,253.000000,994.000000,237.000000,155.195953,1019,255,994,232,478.000000,1007,243
102,3,-1,-1,0,0,0.706294,5,6.215646,8.400000,13.300000,989.000000,243.000000,988.910889,243.108917,101.000000,-0.472478,21.000000,14.693069,9.000000,-0.184821,-0.982772,0.982772,-0.184821,3.157128,2.608605,0.255726,1484.000000,6.133516,4.238856,11,13.828427,9.848858,0,989,243,984.000000,246.000000,988.000000,237.000000,46.627419,994,249,984,237,101.000000,988,243
102,4,3,3,0,0,0.595052,4,22.123774,155.500000,12447.000000,1595.500000,429.500000,1599.435425,428.664124,914.000000,0.045566,60.000000,34.171772,8.000000,0.995474,0.095032,0.095032,-0.995474,15.450564,5.222672,0.369805,31233.000000,95.667427,8.815864,32,68.798988,61.032780,0,1596,426,1625.000000,428.000000,1564.000000,430.000000,282.107635,1627,441,1564,418,914.000000,1599,428
102,5,13,13,0,0,0.668826,5,20.836576,81.800003,3673.199951,2971.000000,503.000000,2970.319580,502.937042,826.000000,-0.592862,51.000000,30.938257,18.000000,0.999264,-0.038367,-0.038367,-0.999264,16.136724,4.522874,0.437577,25555.000000,44.781902,31.118446,3,71.213203,64.000000,1,2972,504,3003.000000,499.000000,2939.000000,499.000000,96.355339,3003,512,2939,494,826.000000,2970,502
102,6,-1,-1,0,0,0.690909,4,9.577817,25.500000,172.333328,1694.000000,700.500000,1694.407837,701.008789,228.000000,-0.306950,48.000000,33.267544,20.000000,-0.192186,-0.981358,0.981358,-0.192186,5.290487,3.516564,0.227941,7585.000000,35.459122,6.078427,12,22.656855,21.095022,0,1694,700,1695.000000,711.000000,1697.000000,690.000000,72.941124,1701,711,1687,690,228.000000,1694,701
102,7,12,12,0,0,0.699060,4,12.790642,48.000000,3935.333252,1897.500000,734.000000,1896.529175,736.311646,446.000000,-0.420754,22.000000,13.293722,4.000000,0.427198,-0.904158,0.904158,0.427198,7.298708,5.367205,-0.282894,5929.000000,15.243324,13.568124,5,35.213203,26.076809,0,1895,734,1889.000000,746.000000,1887.000000,720.000000,67.840622,1908,748,1887,720,446.000000,1896,736
102,8,14,14,0,0,0.543599,4,18.641506,123.000000,7450.000000,3002.000000,905.500000,2996.982910,905.245728,586.000000,0.275433,45.000000,23.339590,7.000000,0.999674,0.025543,0.025543,-0.999674,11.350896,4.901163,0.788604,13677.000000,59.357376,26.485281,2,52.970562,48.041649,0,3002,906,2978.000000,901.000000,3026.000000,903.000000,52.970562,3026,916,2978,895,586.000000,2996,905
102,9,8,8,0,0,0.721429,4,20.446909,97.500000,9139.000000,1552.500000,1006.000000,1556.028687,1006.716858,1010.000000,-0.731776,65.000000,40.144554,5.000000,0.997960,-0.063849,-0.063849,-0.997960,14.590147,5.779622,-0.396914,40546.000000,218.392960,10.784397,27,59.556351,51.923019,0,1553,1007,1575.000000,995.000000,1525.000000,1009.000000,291.178711,1580,1018,1525,994,1010.000000,1556,1006
102,10,-1,-1,0,0,0.727273,6,7.014905,7.500000,88.300003,3300.000000,1098.000000,3299.758301,1097.116699,120.000000,-0.061163,16.000000,10.941667,7.000000,-0.436781,-0.899568,0.899568,-0.436781,3.623164,2.721949,0.236375,1313.000000,2.738264,5.101154,11,17.313709,13.416408,0,3300,1098,3299.000000,1104.000000,3305.000000,1092.000000,56.112698,3305,1105,3295,1091,120.000000,3299,1097
102,11,9,9,0,0,0.717895,4,20.956068,100.500000,6781.666504,2045.000000,1159.000000,2048.208252,1159.366577,1023.000000,-0.921822,62.000000,39.827957,5.000000,0.999608,-0.027999,-0.027999,-0.999608,14.696235,5.804854,-0.362738,40744.000000,211.980179,9.732416,35,59.970562,53.150730,0,2045,1159,2070.000000,1168.000000,2017.000000,1164.000000,340.634552,2073,1171,2017,1147,1023.000000,2048,1159
103,1,2,2,0,0,0.648746,4,22.843868,147.000000,44878.000000,2548.500000,49.000000,2554.167480,46.954880,1086.000000,-0.620148,59.000000,37.642727,7.000000,0.982318,0.187222,0.187222,-0.982318,15.743028,5.969759,-0.401109,40880.000000,119.850258,10.158115,35,68.870056,57.008770,0,2550,46,2575.000000,38.000000,2518.000000,39.000000,355.534058,2579,62,2518,36,1086.000000,2554,46
103,2,-1,-1,0,0,0.648485,4,6.046088,14.500000,132.333328,51.000000,172.000000,50.859814,172.336441,107.000000,-0.230200,14.000000,10.859813,8.000000,0.922598,0.385764,0.385764,-0.922598,3.978557,2.202570,0.086628,1162.000000,1.728011,5.011270,10,16.485281,12.806249,0,51,172,58.000000,175.000000,48.000000,167.000000,50.112698,58,177,44,167,107.000000,50,172
103,3,-1,-1,0,0,0.619565,5,6.302167,14.000000,182.000000,1223.000000,176.500000,1223.000000,175.710526,114.000000,-0.316499,51.000000,33.912281,22.000000,0.999985,0.005389,0.005389,-0.999985,6.708295,1.636500,0.698302,3866.000000,41.571251,12.242640,2,24.485281,22.000000,0,1223,176,1234.000000,177.000000,1212.000000,177.000000,24.485281,1234,180,1212,173,114.000000,1223,175
103,4,10,10,0,0,0.561002,4,15.581388,100.750000,6858.250000,1009.500000,241.000000,1013.603882,240.516510,515.000000,-0.443841,31.000000,16.147573,5.000000,0.964641,0.263566,0.263566,-0.964641,7.219666,6.415115,0.265598,8316.000000,22.681135,19.278175,2,38.556351,21.189621,0,1010,241,1013.000000,228.000000,993.000000,235.000000,38.556351,1026,254,993,228,515.000000,1013,240
103,5,-1,-1,0,0,0.514286,4,8.045511,34.000000,990.000000,34.500000,333.500000,33.388889,331.854156,144.000000,0.813990,16.000000,10.888889,8.000000,0.978654,-0.205516,-0.205516,-0.978654,4.757484,3.051540,0.217460,1568.000000,1.862654,4.768713,11,21.071068,19.026299,0,34,331,25.000000,331.000000,44.000000,330.000000,52.455845,44,340,25,327,144.000000,33,331
103,6,3,3,0,0,0.610672,4,22.749636,147.750000,15634.916992,1620.500000,430.000000,1624.541504,428.953613,927.000000,0.051128,60.000000,33.919094,10.000000,0.994103,0.108437,0.108437,-0.994103,16.130833,5.100318,0.524350,31443.000000,94.557640,12.287909,17,71.213203,65.192024,0,1622,426,1653.000000,434.000000,1588.000000,429.000000,208.894440,1653,441,1588,419,927.000000,1624,428
103,7,13,13,0,0,0.683226,4,21.270693,122.750000,10544.916992,3002.500000,503.000000,3005.386230,503.601501,1059.000000,-0.453406,52.000000,30.936733,8.000000,0.997361,-0.072607,-0.072607,-0.997361,15.899364,5.708242,0.051353,32762.000000,80.727821,9.125258,37,67.627419,61.522354,0,3003,506,3033.000000,498.000000,2972.000000,506.000000,337.634552,3033,515,2972,491,1059.000000,3005,503
103,8,12,12,0,0,0.629333,4,12.415676,69.500000,4057.666748,1892.000000,735.500000,1891.474609,737.523315,472.000000,0.131397,18.000000,11.512712,4.000000,0.268235,-0.963353,0.963353,0.268235,7.880110,5.610988,-0.441467,5434.000000,6.521025,6.776022,21,37.384777,22.203604,0,1892,737,1880.000000,748.000000,1883.000000,726.000000,142.296463,1904,750,1880,721,472.000000,1891,737
103,9,-1,-1,0,0,0.491228,4,6.139541,29.000000,666.000000,37.500000,823.000000,36.616070,823.866089,112.000000,-0.485102,14.000000,10.919642,8.000000,0.243158,-0.969987,0.969987,0.243158,5.190301,2.272287,-0.096303,1223.000000,1.806043,10.535534,2,21.071068,15.811388,0,37,822,37.000000,832.000000,32.000000,817.000000,21.071068,43,832,32,814,112.000000,36,823
103,10,14,14,0,0,0.572400,4,18.215879,110.000000,6548.666504,2985.000000,905.000000,2980.402344,905.054321,589.000000,0.941495,46.000000,23.752123,11.000000,0.999713,0.023959,0.023959,-0.999713,11.886830,4.749429,1.077854,13990.000000,48.077774,26.071068,2,52.142136,48.041649,0,2985,905,2961.000000,903.000000,3009.000000,905.000000,52.142136,3009,915,2961,895,589.000000,2980,905
103,11,8,8,0,0,0.712414,4,21.289404,104.250000,10646.250000,1553.500000,1006.000000,1557.450195,1006.691162,1033.000000,-0.700615,65.000000,40.240078,5.000000,0.997705,-0.067706,-0.067706,-0.997705,14.930020,5.773290,-0.421093,41568.000000,214.213425,10.294519,30,61.142136,54.120235,0,1554,1007,1577.000000,995.000000,1525.000000,1010.000000,308.835571,1582,1018,1525,994,1033.000000,1557,1006
103,12,-1,-1,0,0,0.742857,4,10.382619,13.500000,77.666664,1502.500000,1010.000000,1502.782104,1010.371765,156.000000,-0.248028,53.000000,43.692307,30.000000,0.999592,-0.028563,-0.028563,-0.999592,7.759161,1.627312,-0.463962,6816.000000,23.482248,15.121321,2,30.242641,29.017237,0,1503,1011,1517.000000,1011.000000,1488.000000,1010.000000,30.242641,1517,1013,1488,1007,156.000000,1502,1010
103,13,9,9,0,0,0.722034,4,22.251219,102.500000,9260.333008,2063.000000,1161.000000,2067.247803,1160.616943,1065.000000,-1.097728,63.000000,40.433804,10.000000,0.999606,0.028084,0.028084,-0.999606,15.153997,5.874093,-0.169691,43062.000000,164.375198,10.153098,30,64.213203,57.314919,0,2064,1161,2091.000000,1169.000000,2034.000000,1163.000000,304.592926,2092,1173,2034,1149,1065.000000,2067,1160
104,1,2,2,0,0,0.635897,6,23.988565,106.500000,29977.099609,2558.000000,50.000000,2564.078857,48.000000,1116.000000,-0.743208,58.000000,38.141579,11.000000,0.993435,0.114397,0.114397,-0.993435,16.280468,5.933712,-0.358790,42566.000000,110.886765,9.145627,43,70.798988,64.195015,0,2559,47,2590.000000,47.000000,2526.000000,42.000000,393.261963,2590,63,2526,37,1116.000000,2564,48
104,2,10,10,0,0,0.645299,5,13.216981,49.799999,1083.199951,1034.500000,241.000000,1035.825562,241.019867,453.000000,-0.088114,34.000000,17.481236,8.000000,-0.256635,-0.966508,0.966508,-0.256635,6.651327,5.892574,0.624921,7919.000000,25.110575,6.097544,25,31.556349,17.720045,1,1038,242,1027.000000,246.000000,1032.000000,229.000000,157.681244,1047,254,1022,228,453.000000,1035,241
104,3,3,3,0,0,0.594419,5,23.513439,125.000000,17750.500000,1639.000000,430.000000,1644.219482,428.864624,916.000000,0.130437,60.000000,33.910480,10.000000,0.995881,0.090672,0.090672,-0.995881,16.137926,5.073455,0.468495,31062.000000,94.033470,36.106602,2,72.213203,64.007812,0,1640,427,1670.000000,428.000000,1606.000000,429.000000,72.213203,1672,441,1606,419,916.000000,1644,428
104,4,13,13,0,0,0.684243,4,22.186134,127.250000,10406.916992,3008.500000,505.500000,3012.429688,505.521301,1103.000000,-0.403994,52.000000,31.591116,6.000000,0.999713,-0.023944,-0.023944,-0.999713,15.581470,6.039518,-0.144424,34845.000000,85.672340,9.036630,38,68.041634,61.983868,0,3009,506,3039.000000,496.000000,2978.000000,507.000000,343.391907,3039,518,2978,493,1103.000000,3012,505
104,5,-1,-1,0,0,0.666667,4,6.474131,12.750000,47.583332,3356.000000,625.000000,3355.676514,624.754883,102.000000,-0.144174,14.000000,11.166667,9.000000,0.986879,0.161460,0.161460,-0.986879,4.277842,1.976834,-0.037717,1139.000000,1.119281,4.599874,8,18.071068,16.031219,0,3356,625,3364.000000,624.000000,3348.000000,625.000000,36.798988,3364,629,3348,621,102.000000,3355,624
104,6,12,12,0,0,0.472381,4,9.534362,69.250000,3742.916748,1871.000000,736.000000,1870.012085,736.520142,248.000000,-0.237698,15.000000,11.068548,7.000000,0.790003,-0.613103,-0.613103,-0.790003,6.350702,3.706290,0.005624,2745.000000,2.571914,5.910534,16,29.384777,26.400757,0,1871,736,1859.000000,739.000000,1883.000000,728.000000,94.568542,1883,746,1859,726,248.000000,1870,736
104,7,14,14,0,0,0.528046,4,17.678852,122.000000,9104.666992,2953.000000,905.500000,2947.692383,905.510986,546.000000,0.949563,47.000000,23.791208,11.000000,0.998936,0.046120,0.046120,-0.998936,11.224412,4.864765,1.148547,12990.000000,52.619411,25.899494,2,51.798988,46.173584,0,2952,908,2930.000000,901.000000,2976.000000,905.000000,51.798988,2976,916,2930,895,546.000000,2947,905
104,8,8,8,0,0,0.721356,5,21.890881,82.199997,12367.700195,1566.000000,1003.000000,1569.562012,1004.510315,1064.000000,-1.024482,65.000000,40.718044,10.000000,0.996501,-0.083577,-0.083577,-0.996501,15.238688,5.779325,-0.176243,43324.000000,169.661102,11.035970,28,62.142136,58.000000,0,1567,1005,1595.000000,1008.000000,1537.000000,1008.000000,309.007141,1595,1015,1537,991,1064.000000,1569,1004
104,9,9,9,0,0,0.728667,4,23.165619,101.750000,9838.916992,2090.500000,1164.000000,2094.750244,1163.171143,1093.000000,-1.154558,65.000000,40.632206,11.000000,0.999243,0.038907,0.038907,-0.999243,15.336835,5.928514,-0.149253,44411.000000,163.410934,9.904252,32,63.556351,57.706154,0,2092,1163,2118.000000,1155.000000,2061.000000,1164.000000,316.936066,2120,1176,2061,1152,1093.000000,2094,1163
105,1,2,2,0,0,0.642939,5,24.379827,124.400002,27002.300781,2577.000000,48.500000,2583.693848,47.453571,1120.000000,-0.934967,59.000000,38.104465,13.000000,0.997381,0.072328,0.072328,-0.997381,16.797218,5.827078,-0.222941,42677.000000,98.932838,9.415906,39,71.556351,63.387695,0,2579,47,2607.000000,38.000000,2544.000000,45.000000,367.220337,2610,61,2544,36,1120.000000,2583,47
105,2,10,10,0,0,0.675824,5,10.243619,35.400002,1014.799988,1058.000000,245.500000,1058.051514,244.780487,369.000000,-0.363003,42.000000,22.742548,11.000000,-0.220913,-0.975294,0.975294,-0.220913,7.360181,4.731740,0.637182,8392.000000,57.020439,10.363961,6,34.970562,19.026299,1,1058,245,1048.000000,253.000000,1049.000000,234.000000,102.154327,1068,258,1048,233,369.000000,1058,244
105,3,3,3,0,0,0.620617,4,21.704285,135.250000,8066.250000,1664.500000,427.000000,1668.184204,427.137848,885.000000,0.347056,58.000000,34.204521,17.000000,0.999911,-0.013348,-0.013348,-0.999911,15.228847,5.236868,0.865971,30271.000000,66.004501,8.527032,32,66.798988,61.032780,0,1665,426,1695.000000,433.000000,1634.000000,431.000000,272.865021,1695,438,1634,416,885.000000,1668,427
105,4,13,13,0,0,0.683761,5,23.304790,103.599998,11139.799805,3012.000000,506.500000,3016.155273,505.956238,1120.000000,-0.384219,54.000000,31.992857,6.000000,0.999381,-0.035173,-0.035173,-0.999381,15.466505,6.131702,-0.186596,35832.000000,88.080307,9.344220,36,68.627419,62.801273,0,3013,507,3043.000000,498.000000,2981.000000,508.000000,336.391907,3043,519,2981,494,1120.000000,3016,505
105,5,12,12,0,0,0.710588,5,10.635826,24.600000,531.799988,1836.000000,743.000000,1835.582764,742.781433,302.000000,0.165973,18.000000,10.930464,7.000000,0.931188,-0.364540,-0.364540,-0.931188,6.270377,4.035063,0.258325,3301.000000,3.581257,5.943486,18,28.556349,25.000000,0,1836,743,1824.000000,748.000000,1848.000000,741.000000,106.982758,1848,751,1824,735,302.000000,1835,742
105,6,14,14,0,0,0.581238,4,16.594797,108.250000,6493.583496,2940.000000,905.500000,2936.309570,905.534119,601.000000,1.120955,47.000000,22.861897,6.000000,0.999768,-0.021534,-0.021534,-0.999768,12.126300,4.670624,0.838986,13740.000000,59.263790,25.399494,2,50.798988,43.000000,0,2940,907,2918.000000,901.000000,2961.000000,901.000000,50.798988,2963,916,2917,895,601.000000,2936,905
105,7,8,8,0,0,0.770833,4,22.298164,79.750000,5762.916504,1591.500000,1003.500000,1594.381226,1004.197571,1073.000000,-1.187392,67.000000,41.080151,17.000000,0.998320,-0.057941,-0.057941,-0.998320,15.105507,5.815749,0.012393,44079.000000,141.538773,10.843130,27,62.384777,57.008770,0,1592,1004,1620.000000,1008.000000,1563.000000,1009.000000,292.764496,1620,1015,1563,992,1073.000000,1594,1004
105,8,9,9,0,0,0.697982,4,22.182697,119.750000,14970.250000,2111.000000,1165.500000,2115.178955,1164.322510,1107.000000,-1.065747,65.000000,40.519421,8.000000,0.998692,0.051139,0.051139,-0.998692,15.672063,5.919382,-0.235964,44855.000000,176.455582,10.190953,34,64.970566,53.366657,0,2112,1164,2133.000000,1153.000000,2081.000000,1165.000000,346.492432,2141,1178,2081,1153,1107.000000,2115,1164
106,1,2,2,0,0,0.547226,4,23.322411,226.500000,48777.000000,2602.000000,43.000000,2609.324219,44.183563,1095.000000,-1.052157,58.000000,37.551598,18.000000,1.000000,-0.000785,-0.000785,-1.000000,17.067850,5.936954,-0.074174,41119.000000,80.926788,13.279548,17,73.142136,63.063461,0,2604,45,2629.000000,29.000000,2568.000000,45.000000,225.752304,2636,57,2568,29,1095.000000,2609,44
106,2,10,10,0,0,0.602007,4,10.586858,59.500000,1544.333374,1079.000000,249.500000,1078.919434,249.502777,360.000000,-0.078903,47.000000,24.869444,12.000000,-0.190606,-0.981667,0.981667,-0.190606,6.890281,5.125457,0.671613,8953.000000,60.813511,6.456244,20,38.798988,20.024984,0,1082,250,1068.000000,259.000000,1069.000000,239.000000,129.124893,1090,262,1068,237,360.000000,1078,249
106,3,3,3,0,0,0.615385,5,24.717657,115.000000,24462.000000,1685.000000,423.000000,1691.206543,424.443481,920.000000,0.236676,58.000000,35.833694,12.000000,0.996627,-0.082063,-0.082063,-0.996627,14.908562,5.564427,0.310360,32967.000000,64.614731,9.572735,28,70.627419,64.031242,0,1686,424,1717.000000,432.000000,1653.000000,430.000000,268.036591,1717,434,1653,412,920.000000,1691,424
106,4,13,13,0,0,0.724902,4,21.771984,105.500000,6561.666504,3016.000000,506.500000,3019.125000,506.379486,1112.000000,-0.316989,53.000000,32.065647,5.000000,0.999676,-0.025466,-0.025466,-0.999676,15.036071,6.220377,-0.268874,35657.000000,91.102707,9.479866,33,64.627419,58.549126,0,3017,507,3045.000000,500.000000,2987.000000,508.000000,312.835571,3045,519,2987,494,1112.000000,3019,506
106,5,12,12,0,0,0.497349,4,13.547154,118.500000,16824.333984,1827.000000,743.000000,1823.334717,742.861389,469.000000,0.007091,17.000000,11.466951,5.000000,0.928065,-0.372418,-0.372418,-0.928065,10.140138,4.516904,-0.430545,5378.000000,5.161488,23.106602,2,46.213203,42.720020,0,1827,740,1807.000000,749.000000,1847.000000,734.000000,46.213203,1847,754,1807,732,469.000000,1823,742
106,6,14,14,0,0,0.621501,4,15.109401,84.500000,6429.666504,2938.000000,907.000000,2935.394531,905.799988,555.000000,0.925943,41.000000,20.336937,6.000000,0.995923,-0.090202,-0.090202,-0.995923,12.747249,4.185373,0.249934,11287.000000,35.304493,25.692389,2,51.384777,44.283180,0,2937,907,2915.000000,905.000000,2959.000000,900.000000,51.384777,2961,916,2915,898,555.000000,2935,905
106,7,8,8,0,0,0.720159,4,20.929386,105.500000,7127.000000,1627.500000,1008.500000,1629.732056,1007.684143,1086.000000,-1.263400,63.000000,41.408840,20.000000,0.997199,0.074798,0.074798,-0.997199,15.071128,5.910541,0.137940,44970.000000,120.293259,10.103588,30,61.142136,57.140179,0,1628,1008,1656.000000,1012.000000,1599.000000,1008.000000,303.107635,1656,1021,1599,996,1086.000000,1629,1007
106,8,9,9,0,0,0.703390,4,21.218052,113.750000,10688.250000,2126.000000,1164.500000,2130.097412,1164.291992,1079.000000,-0.961149,64.000000,40.207600,7.000000,0.999992,-0.004006,-0.004006,-0.999992,15.425515,5.886124,-0.328250,43384.000000,196.377655,10.211677,30,64.213203,52.469040,0,2126,1165,2150.000000,1153.000000,2098.000000,1160.000000,306.350281,2155,1177,2097,1152,1079.000000,2130,1164
107,1,2,2,0,0,0.595055,4,23.384754,184.250000,30060.916016,2629.000000,40.500000,2635.811523,40.666668,1083.000000,-0.871297,57.000000,36.693443,14.000000,0.999513,0.031192,0.031192,-0.999513,15.999686,6.174525,-0.212849,39739.000000,90.186722,8.845582,39,69.142136,50.960770,0,2631,41,2646.000000,27.000000,2597.000000,41.000000,344.977692,2661,54,2597,27,1083.000000,2635,40
