frame,labelimageId,trackId,lineageId,parentTrackId,mergerLabelId,Convexity_0,Number_of_Defects_0,Mean_Defect_Displacement_0,Mean_Defect_Area_0,Variance_of_Defect_Area_0,Convex_Hull_Center_0,Convex_Hull_Center_1,Object_Center_0,Object_Center_1,Object_Area_0,Kurtosis_of_Intensity_0,Maximum_intensity_0,Mean_Intensity_0,Minimum_intensity_0,Principal_components_of_the_object_0,Principal_components_of_the_object_1,Principal_components_of_the_object_2,Principal_components_of_the_object_3,Radii_of_the_object_0,Radii_of_the_object_1,Skewness_of_Intensity_0,Total_Intensity_0,Variance_of_Intensity_0,Average_Branch_Length_0,Number_of_Branches_0,Diameter_0,Euclidean_Diameter_0,Number_of_Holes_0,Center_of_the_Skeleton_0,Center_of_the_Skeleton_1,Terminal_1_0,Terminal_1_1,Terminal_2_0,Terminal_2_1,Length_of_the_Skeleton_0,Bounding_Box_Maximum_0,Bounding_Box_Maximum_1,Bounding_Box_Minimum_0,Bounding_Box_Minimum_1,Size_in_pixels_0,Center_of_the_object_0,Center_of_the_object_1
77,1,2,2,0,0,0.724902,4,21.658537,105.500000,10263.000000,2070.000000,61.500000,2073.400146,60.550358,1112.000000,-0.809340,69.000000,41.500900,9.000000,0.998572,0.053426,0.053426,-0.998572,15.326212,6.089362,-0.334838,46149.000000,154.908279,10.372083,32,64.041634,52.345009,0,2071,61,2093.000000,49.000000,2041.000000,55.000000,331.906647,2099,74,2041,49,1112.000000,2073,60
77,2,-1,-1,0,0,0.604167,4,8.626082,33.250000,330.916656,47.000000,170.500000,46.660099,171.123154,203.000000,-0.325123,15.000000,11.172414,8.000000,0.996304,0.085902,0.085902,-0.996304,5.117561,3.497369,-0.061507,2268.000000,1.965347,5.589631,14,25.142136,15.264338,0,47,170,43.000000,178.000000,56.000000,170.000000,78.254837,57,178,37,163,203.000000,46,171
77,3,10,10,0,0,0.590600,4,18.203175,165.500000,24355.666016,596.000000,238.000000,596.634583,237.131943,955.000000,-1.139378,58.000000,35.268063,12.000000,0.900036,0.435815,0.435815,-0.900036,13.120357,5.980206,0.149292,33681.000000,109.733376,9.849071,33,56.941124,46.572525,0,595,236,617.000000,235.000000,572.000000,223.000000,325.019348,620,254,572,222,955.000000,596,237
77,4,-1,-1,0,0,0.525000,4,7.454629,28.500000,907.000000,34.500000,333.500000,33.920635,331.825409,126.000000,0.256699,15.000000,11.190476,8.000000,0.969486,-0.245149,-0.245149,-0.969486,5.026992,2.311570,0.273675,1410.000000,1.424036,4.586895,11,21.485281,15.264338,0,34,332,31.000000,339.000000,44.000000,331.000000,50.455845,44,339,25,328,126.000000,33,331
77,5,3,3,0,0,0.622320,4,20.771656,149.750000,20386.250000,1146.000000,428.500000,1148.101318,427.854095,987.000000,-0.205507,59.000000,34.237083,8.000000,0.983120,0.182960,0.182960,-0.983120,15.137080,5.517069,0.192420,33792.000000,98.734062,9.299773,29,66.627419,61.611687,0,1146,425,1176.000000,433.000000,1116.000000,419.000000,269.693420,1176,441,1116,416,987.000000,1148,427
77,6,11,11,0,0,0.641379,5,19.604797,83.199997,3908.199951,2106.500000,495.500000,2107.252686,494.526886,744.000000,0.496561,56.000000,31.407259,18.000000,0.999434,0.033632,0.033632,-0.999434,14.413384,4.695741,1.042534,23367.000000,60.058601,32.642136,2,65.284271,56.222771,1,2108,490,2134.000000,490.000000,2078.000000,495.000000,68.698486,2135,505,2078,486,744.000000,2107,494
77,7,-1,-1,0,0,0.356322,3,7.518838,93.333336,6782.333496,30.000000,495.000000,27.645161,494.754852,155.000000,-0.058360,15.000000,10.993548,8.000000,0.939116,-0.343599,-0.343599,-0.939116,8.773891,1.842310,0.272720,1704.000000,1.993507,16.692389,2,33.384777,29.410883,0,30,495,16.000000,499.000000,44.000000,490.000000,33.384777,44,502,16,488,155.000000,27,494
77,8,12,12,0,0,0.567593,4,17.883663,116.750000,3684.916748,2147.000000,748.500000,2143.993408,748.406189,613.000000,0.743165,58.000000,27.006525,7.000000,0.990707,-0.136010,-0.136010,-0.990707,9.834463,5.389634,0.868166,16555.000000,95.291962,8.492961,23,47.313709,44.181442,0,2147,747,2125.000000,751.000000,2169.000000,747.000000,195.338089,2169,760,2125,737,613.000000,2143,748
77,9,-1,-1,0,0,0.785185,4,6.726456,7.250000,72.250000,51.000000,773.000000,50.509434,772.386780,106.000000,-0.081989,15.000000,11.330189,8.000000,0.992324,-0.123667,-0.123667,-0.992324,3.785595,2.311935,0.015778,1201.000000,1.579655,3.875220,11,16.485281,12.000000,0,51,773,45.000000,769.000000,57.000000,769.000000,42.627419,58,777,44,769,106.000000,50,772
77,10,-1,-1,0,0,0.389016,4,8.744158,66.750000,4938.916504,43.000000,823.000000,39.941177,824.064697,170.000000,-0.607382,15.000000,11.352942,8.000000,0.866298,0.499527,0.499527,-0.866298,6.260671,4.058672,0.124957,1930.000000,1.993080,16.071068,2,32.142136,24.166092,0,40,827,32.000000,817.000000,54.000000,827.000000,32.142136,54,832,32,814,170.000000,39,824
77,11,7,7,0,0,0.589088,5,18.229664,96.400002,11178.299805,2984.000000,905.000000,2987.256104,903.531128,691.000000,0.064939,46.000000,24.701881,8.000000,0.989236,0.146331,0.146331,-0.989236,12.781404,4.808490,0.523759,17069.000000,56.597088,11.089912,16,56.213203,49.162994,0,2984,902,3008.000000,900.000000,2959.000000,904.000000,177.438599,3009,916,2959,894,691.000000,2987,903
77,12,8,8,0,0,0.687141,5,24.295284,109.000000,15673.500000,1094.000000,1006.500000,1099.197144,1006.742676,1197.000000,-0.983942,62.000000,40.930660,10.000000,0.999272,-0.038154,-0.038154,-0.999272,17.101923,5.945921,-0.333011,48994.000000,151.558273,10.080443,34,70.384773,62.817196,0,1095,1007,1122.000000,995.000000,1061.000000,1010.000000,342.735077,1127,1019,1061,994,1197.000000,1099,1006
77,13,9,9,0,0,0.547586,4,32.213428,246.000000,68904.664062,1524.000000,1162.000000,1536.959717,1161.479370,1191.000000,-0.733613,66.000000,40.295551,5.000000,0.999824,0.018739,0.018739,-0.999824,20.548691,5.467802,-0.398259,47992.000000,180.646484,45.485283,2,90.970566,86.092972,0,1525,1161,1567.000000,1168.000000,1481.000000,1164.000000,90.970566,1567,1174,1481,1150,1191.000000,1536,1161
78,1,2,2,0,0,0.716428,4,22.044237,108.750000,12362.916992,2085.000000,57.500000,2088.887207,58.585987,1099.000000,-0.819286,64.000000,41.276615,9.000000,0.997905,-0.064689,-0.064689,-0.997905,15.189776,6.073041,-0.317558,45363.000000,149.865250,10.099762,34,61.727921,45.221676,0,2086,59,2099.000000,45.000000,2056.000000,59.000000,343.391907,2114,70,2056,45,1099.000000,2088,58
78,2,10,10,0,0,0.615972,4,17.745705,138.250000,18858.916016,613.500000,244.500000,614.670776,243.657272,887.000000,-1.130035,56.000000,34.262684,13.000000,0.920172,0.391513,0.391513,-0.920172,12.774877,5.694152,0.260826,30391.000000,106.362793,10.159812,29,55.284271,50.328918,0,613,243,637.000000,249.000000,590.000000,231.000000,294.634552,637,259,590,230,887.000000,614,243
78,3,3,3,0,0,0.680690,4,20.202181,115.750000,10470.916992,1162.500000,429.000000,1164.009155,427.991882,987.000000,-0.217684,59.000000,34.452888,9.000000,0.985610,0.169036,0.169036,-0.985610,15.042708,5.570353,0.281516,34005.000000,92.417992,9.258572,26,63.213203,57.218880,0,1163,425,1191.000000,434.000000,1134.000000,429.000000,240.722870,1191,441,1134,417,987.000000,1164,427
78,4,11,11,0,0,0.597993,5,23.075968,120.199997,12373.200195,2127.000000,492.000000,2131.919434,492.183441,894.000000,0.639348,59.000000,29.579418,6.000000,0.999989,-0.004767,-0.004767,-0.999989,15.299853,5.030964,0.624304,26444.000000,98.438324,34.692387,2,69.384773,64.070274,0,2128,493,2159.000000,491.000000,2095.000000,494.000000,69.384773,2159,503,2095,481,894.000000,2131,492
78,5,12,12,0,0,0.637978,4,20.958864,132.500000,10960.333008,2137.000000,748.500000,2134.723877,747.386536,934.000000,0.214283,59.000000,30.783726,8.000000,0.994793,-0.101916,-0.101916,-0.994793,15.493521,5.251925,0.577268,28752.000000,93.567787,9.996540,22,62.899494,60.074955,0,2136,746,2107.000000,751.000000,2167.000000,748.000000,219.923889,2167,760,2107,737,934.000000,2134,747
78,6,7,7,0,0,0.588629,4,17.978130,123.000000,12872.000000,2996.500000,905.000000,2999.984375,903.714478,704.000000,0.103739,44.000000,24.600853,6.000000,0.991703,0.128550,0.128550,-0.991703,13.297408,4.798557,0.423190,17319.000000,58.683010,11.174011,15,55.970562,51.039200,0,2997,902,3022.000000,902.000000,2971.000000,904.000000,167.610168,3022,916,2971,894,704.000000,2999,903
78,7,8,8,0,0,0.676234,5,24.620178,112.800003,16798.699219,1115.000000,1005.500000,1120.713867,1005.831909,1178.000000,-0.843137,61.000000,40.807301,7.000000,0.999982,-0.006024,-0.006024,-0.999982,16.870304,5.911489,-0.412789,48071.000000,163.104630,9.391687,37,70.142136,63.150612,0,1116,1006,1144.000000,995.000000,1082.000000,1007.000000,347.492432,1148,1018,1082,993,1178.000000,1120,1005
78,8,9,9,0,0,0.560952,4,30.109474,230.500000,53667.667969,1540.500000,1162.000000,1551.501709,1161.950806,1178.000000,-0.816026,67.000000,39.903225,6.000000,0.999885,0.015145,0.015145,-0.999885,20.251083,5.433993,-0.294808,47006.000000,179.151932,44.399494,2,88.798988,77.233414,0,1540,1162,1576.000000,1151.000000,1499.000000,1157.000000,88.798988,1582,1174,1499,1150,1178.000000,1551,1161
79,1,2,2,0,0,0.714376,5,22.265446,90.599998,18302.800781,2099.000000,53.500000,2102.945312,55.193291,1133.000000,-0.860518,65.000000,41.486320,12.000000,0.992333,-0.123593,-0.123593,-0.992333,15.952444,5.987697,-0.286031,47004.000000,138.511063,10.286757,33,65.384773,57.974133,0,2100,55,2125.000000,43.000000,2069.000000,58.000000,339.462982,2129,66,2069,41,1133.000000,2102,55
79,2,10,10,0,0,0.627362,4,18.041468,123.250000,15576.916992,630.000000,249.000000,631.837341,248.279510,830.000000,-0.907298,57.000000,34.093975,15.000000,0.944632,0.328132,0.328132,-0.944632,12.509283,5.401248,0.380064,28298.000000,98.955025,9.921899,29,53.798988,50.000000,0,630,247,654.000000,253.000000,606.000000,239.000000,287.735077,654,262,606,236,830.000000,631,248
79,3,3,3,0,0,0.616015,4,20.742388,152.250000,14468.250000,1180.000000,429.500000,1182.113647,428.373596,977.000000,-0.282783,58.000000,34.245651,13.000000,0.987922,0.154951,0.154951,-0.987922,15.389804,5.515626,0.421492,33458.000000,81.929420,9.222441,29,66.627419,60.299255,0,1181,426,1210.000000,435.000000,1150.000000,429.000000,267.450806,1210,442,1150,417,977.000000,1182,428
79,4,11,11,0,0,0.662267,5,19.607946,87.000000,5145.500000,2136.500000,492.000000,2138.710449,492.172333,853.000000,0.558000,60.000000,29.806564,7.000000,0.999946,-0.010386,-0.010386,-0.999946,14.273247,5.009865,0.663662,25425.000000,103.262703,27.037565,3,59.970562,55.000000,1,2137,494,2164.000000,494.000000,2109.000000,494.000000,108.254837,2164,503,2109,481,853.000000,2138,492
79,5,12,12,0,0,0.613636,4,23.888987,144.500000,8848.333008,2110.500000,746.500000,2106.576172,746.675354,918.000000,0.337627,57.000000,32.107841,15.000000,0.996555,-0.082932,-0.082932,-0.996555,16.431469,4.827269,0.821483,29475.000000,63.978565,9.035719,33,72.798988,67.000000,0,2109,745,2077.000000,747.000000,2144.000000,747.000000,298.178711,2144,757,2077,736,918.000000,2106,746
79,6,7,7,0,0,0.593350,5,18.334942,95.400002,14920.799805,3008.000000,906.000000,3011.162354,903.739929,696.000000,0.152026,45.000000,24.359196,7.000000,0.989767,0.142696,0.142696,-0.989767,12.772023,4.881921,0.415384,16954.000000,54.554886,7.963387,31,54.970562,50.000000,0,3009,902,3033.000000,903.000000,2983.000000,903.000000,246.865005,3033,917,2983,895,696.000000,3011,903
79,7,8,8,0,0,0.705739,4,22.768654,120.500000,15184.333008,1135.000000,1003.500000,1139.505249,1004.275085,1156.000000,-0.959797,64.000000,40.986160,9.000000,0.998433,-0.055960,-0.055960,-0.998433,16.234419,5.943967,-0.301075,47380.000000,154.728180,10.164056,32,67.384773,61.392181,0,1136,1004,1164.000000,994.000000,1104.000000,1007.000000,325.249786,1166,1016,1104,991,1156.000000,1139,1004
79,8,9,9,0,0,0.603659,5,29.556856,156.000000,37714.000000,1555.500000,1161.500000,1565.239014,1161.862793,1188.000000,-0.792395,65.000000,39.522728,5.000000,0.999493,-0.031833,-0.031833,-0.999493,20.365814,5.390657,-0.265299,46953.000000,175.232651,32.956684,3,87.213203,78.089691,1,1556,1162,1592.000000,1152.000000,1515.000000,1165.000000,101.284271,1596,1173,1515,1150,1188.000000,1565,1161
80,1,2,2,0,0,0.671875,4,22.413965,136.500000,26363.000000,2113.500000,50.500000,2117.806885,52.279068,1118.000000,-0.754483,64.000000,41.067085,9.000000,0.993985,-0.109514,-0.109514,-0.993985,16.419630,5.778067,-0.343515,45913.000000,143.894424,9.547379,36,67.970566,63.285069,0,2114,53,2145.000000,52.000000,2082.000000,58.000000,343.705627,2145,63,2082,38,1118.000000,2117,52
80,2,10,10,0,0,0.609776,4,17.386312,121.750000,15252.916992,644.500000,252.500000,646.559814,251.709595,761.000000,-0.790871,58.000000,33.013142,13.000000,0.949029,0.315190,0.315190,-0.949029,12.238519,5.119691,0.424159,25123.000000,98.853966,9.814012,25,54.041630,48.764740,0,644,250,668.000000,255.000000,621.000000,242.000000,245.350296,668,265,621,240,761.000000,646,251
80,3,3,3,0,0,0.660807,4,22.852419,130.250000,10614.916992,1202.500000,429.500000,1204.330078,428.567474,1015.000000,-0.248762,58.000000,34.589161,12.000000,0.987424,0.158093,0.158093,-0.987424,15.735731,5.453621,0.411779,35108.000000,79.780968,9.372815,27,68.798988,63.285069,0,1203,427,1234.000000,435.000000,1171.000000,429.000000,253.066025,1234,441,1171,418,1015.000000,1204,428
80,4,11,11,0,0,0.669492,4,21.019331,107.250000,1976.250000,2152.000000,492.500000,2153.343994,492.257782,869.000000,0.713396,59.000000,30.107019,11.000000,0.999938,0.011176,0.011176,-0.999938,14.674011,4.973991,0.971036,26163.000000,87.195679,9.085926,33,62.142136,58.034473,0,2152,494,2181.000000,492.000000,2123.000000,494.000000,299.835571,2181,503,2123,482,869.000000,2153,492
80,5,12,12,0,0,0.591304,4,23.373404,152.750000,12038.250000,2076.000000,747.000000,2070.631104,747.047485,884.000000,0.444973,58.000000,31.469458,12.000000,0.999630,-0.027207,-0.027207,-0.999630,15.352023,5.069717,0.889875,27819.000000,83.871239,10.896494,22,68.970566,64.124878,0,2075,746,2044.000000,752.000000,2108.000000,748.000000,239.722870,2108,758,2044,736,884.000000,2070,747
80,6,7,7,0,0,0.604515,5,17.808292,94.599998,13388.299805,3015.500000,905.000000,3018.316650,903.337463,723.000000,0.072214,47.000000,24.435684,6.000000,0.986709,0.162499,0.162499,-0.986709,13.616353,4.812997,0.442710,17667.000000,59.025948,16.622540,5,56.798988,51.039200,0,3016,902,3041.000000,902.000000,2990.000000,904.000000,83.112701,3041,916,2990,894,723.000000,3018,903
80,7,8,8,0,0,0.721290,4,22.534996,108.000000,6751.333496,1157.500000,1002.000000,1160.794312,1001.983032,1118.000000,-1.041184,64.000000,40.888195,12.000000,0.999858,-0.016827,-0.016827,-0.999858,15.990183,5.826232,-0.216921,45713.000000,148.762985,10.305957,30,64.556351,60.207973,0,1158,1002,1187.000000,1008.000000,1127.000000,1003.000000,309.178711,1188,1014,1127,990,1118.000000,1160,1001
80,8,9,9,0,0,0.598378,5,25.726871,148.600006,64481.300781,1567.500000,1158.000000,1575.291748,1160.124634,1107.000000,-0.866467,64.000000,38.203251,5.000000,0.986839,-0.161708,-0.161708,-0.986839,19.053736,5.352686,-0.154474,42291.000000,182.655167,39.813709,2,79.627419,73.246162,0,1568,1161,1531.000000,1168.000000,1604.000000,1162.000000,79.627419,1604,1170,1531,1146,1107.000000,1575,1160
81,1,2,2,0,0,0.689786,5,21.416492,98.400002,12844.799805,2130.000000,49.500000,2134.036621,50.141682,1094.000000,-0.758792,62.000000,40.901279,9.000000,0.998549,-0.053857,-0.053857,-0.998549,15.906550,5.816317,-0.343962,44746.000000,137.982941,10.109138,32,65.627419,59.033890,0,2130,51,2159.000000,57.000000,2100.000000,55.000000,323.492432,2160,62,2100,37,1094.000000,2134,50
81,2,10,10,0,0,0.651818,4,16.127813,95.750000,9740.916992,658.500000,255.000000,659.952576,253.563461,717.000000,-0.675883,56.000000,32.203625,13.000000,0.966851,0.255341,0.255341,-0.966851,11.713120,5.107815,0.535297,23090.000000,105.361603,8.652680,27,49.213203,44.384682,0,658,252,680.000000,257.000000,637.000000,246.000000,233.622360,680,267,637,243,717.000000,659,253
81,3,3,3,0,0,0.661685,4,22.576084,124.500000,6315.666504,1229.500000,429.000000,1231.002075,428.468170,974.000000,-0.103128,61.000000,34.610882,14.000000,0.994026,0.109141,0.109141,-0.994026,15.639688,5.265272,0.564848,33711.000000,69.687393,9.606656,27,68.798988,63.126858,0,1230,427,1261.000000,434.000000,1198.000000,430.000000,259.379730,1261,440,1198,418,974.000000,1231,428
81,4,11,11,0,0,0.668386,4,20.459745,112.500000,3956.333252,2170.000000,493.000000,2171.112549,492.073883,907.000000,0.441383,59.000000,30.194046,12.000000,0.998886,0.047179,0.047179,-0.998886,15.174740,5.078135,0.927882,27386.000000,81.713173,9.108876,33,63.384777,54.009258,0,2169,493,2196.000000,487.000000,2142.000000,486.000000,300.592926,2199,504,2141,482,907.000000,2171,492
81,5,12,12,0,0,0.623715,4,18.413853,119.000000,7540.666504,2051.000000,748.000000,2048.111572,747.416992,789.000000,0.481175,55.000000,28.743980,9.000000,0.999952,-0.009775,-0.009775,-0.999952,14.115463,4.988538,0.784772,22679.000000,84.053589,8.214532,32,58.727921,54.147945,0,2050,746,2024.000000,753.000000,2078.000000,749.000000,262.865021,2078,759,2024,737,789.000000,2048,747
81,6,7,7,0,0,0.523718,4,20.056326,185.750000,32570.250000,3018.500000,904.500000,3022.580078,902.445557,817.000000,-0.326590,45.000000,25.585068,6.000000,0.982032,0.188714,0.188714,-0.982032,14.847149,4.908854,0.214566,20903.000000,63.033463,14.979020,9,64.798988,58.008621,0,3019,900,3047.000000,900.000000,2989.000000,901.000000,134.811188,3048,917,2989,892,817.000000,3022,902
81,7,8,8,0,0,0.719344,5,22.173670,85.599998,14450.299805,1180.000000,998.000000,1183.728394,999.555176,1097.000000,-1.043053,65.000000,40.944393,12.000000,0.995876,-0.090719,-0.090719,-0.995876,15.895795,5.729872,-0.188895,44916.000000,150.995087,10.441659,30,65.384773,59.135437,0,1180,1000,1210.000000,1003.000000,1151.000000,999.000000,313.249786,1210,1010,1150,986,1097.000000,1183,999
81,8,9,9,0,0,0.580769,4,19.351810,163.500000,41393.000000,1573.500000,1155.500000,1578.360962,1156.693115,906.000000,-0.947894,62.000000,34.575054,5.000000,0.970395,-0.241524,-0.241524,-0.970395,15.497605,5.086061,0.141731,31325.000000,184.089844,9.264536,30,66.455841,58.077534,0,1573,1158,1545.000000,1161.000000,1603.000000,1158.000000,277.936066,1603,1168,1544,1143,906.000000,1578,1156
82,1,2,2,0,0,0.675148,4,23.322353,137.250000,16332.916992,2153.000000,52.500000,2157.787109,51.729183,1141.000000,-0.918500,65.000000,41.331287,13.000000,0.999078,0.042931,0.042931,-0.999078,16.506538,5.879826,-0.271191,47159.000000,125.560715,10.125484,35,67.970566,60.671246,0,2154,52,2181.000000,42.000000,2121.000000,51.000000,354.391907,2185,65,2121,40,1141.000000,2157,51
82,2,10,10,0,0,0.578073,4,15.978023,127.000000,10301.333008,670.000000,255.500000,671.218384,253.956894,696.000000,-0.305332,56.000000,27.929598,9.000000,0.962571,0.271029,0.271029,-0.962571,11.201735,5.256661,0.829175,19439.000000,114.076942,8.261024,28,46.556351,30.413813,0,670,253,676.000000,267.000000,649.000000,253.000000,231.308655,691,269,649,242,696.000000,671,253
82,3,3,3,0,0,0.623411,4,22.387249,140.750000,11641.583008,1274.000000,430.000000,1277.203857,429.332611,932.000000,-0.003918,57.000000,33.762875,13.000000,0.993377,0.114899,0.114899,-0.993377,15.881686,5.196327,0.547892,31467.000000,71.346130,24.313709,4,71.455841,64.124878,0,1275,427,1306.000000,434.000000,1242.000000,430.000000,97.254837,1306,441,1242,419,932.000000,1277,429
82,4,11,11,0,0,0.644546,4,18.394718,116.500000,3663.000000,2197.000000,492.000000,2198.182129,491.712433,845.000000,0.598445,58.000000,29.376331,8.000000,0.999922,0.012529,0.012529,-0.999922,14.773950,4.824647,0.761083,24823.000000,91.141212,8.171635,34,62.213203,40.607880,0,2197,493,2209.000000,502.000000,2169.000000,495.000000,277.835571,2225,503,2169,481,845.000000,2198,491
82,5,12,12,0,0,0.533856,4,20.047171,163.500000,26093.666016,2041.000000,746.000000,2034.089478,746.758362,749.000000,0.295468,42.000000,19.284380,4.000000,0.999953,0.009657,0.009657,-0.999953,15.403257,4.774526,0.603269,14444.000000,54.056644,17.640104,6,66.213203,58.420887,0,2040,746,2013.000000,756.000000,2071.000000,749.000000,105.840622,2071,757,2011,735,749.000000,2034,746
82,6,7,7,0,0,0.523810,4,16.918020,200.000000,39080.000000,3032.500000,894.500000,3031.863525,895.765930,880.000000,-0.656190,48.000000,27.837500,7.000000,0.634852,-0.772634,0.772634,0.634852,12.542843,6.117157,-0.066932,24497.000000,76.515640,8.759004,34,57.698486,48.020828,0,3031,896,3053.000000,905.000000,3012.000000,880.000000,297.806122,3053,914,3012,875,880.000000,3031,895
82,7,8,8,0,0,0.720000,4,21.337761,105.000000,9486.000000,1209.500000,998.000000,1213.154663,998.691650,1080.000000,-0.954483,64.000000,40.924999,9.000000,0.999679,-0.025325,-0.025325,-0.999679,15.746085,5.710709,-0.276064,44199.000000,163.878632,10.600737,29,62.556351,58.077534,0,1210,999,1239.000000,993.000000,1181.000000,996.000000,307.421356,1239,1010,1180,986,1080.000000,1213,998
82,8,9,9,0,0,0.640422,4,16.030615,110.750000,9470.916992,1581.500000,1153.500000,1580.997437,1152.901123,789.000000,-0.049897,60.000000,26.894804,6.000000,0.953766,-0.300551,-0.300551,-0.953766,11.943089,5.473220,0.740338,21220.000000,140.687286,9.537847,27,50.455845,43.829212,0,1581,1153,1563.000000,1166.000000,1602.000000,1146.000000,257.521851,1603,1167,1560,1140,789.000000,1580,1152
83,1,2,2,0,0,0.674242,4,23.878561,139.750000,29090.916016,2172.500000,55.500000,2178.331787,54.074329,1157.000000,-0.981340,63.000000,41.678478,14.000000,0.996090,0.088339,0.088339,-0.996090,16.894567,5.872002,-0.241594,48222.000000,117.486946,9.625904,35,70.798988,65.306969,0,2173,54,2205.000000,61.000000,2141.000000,48.000000,336.906647,2205,68,2140,43,1157.000000,2178,54
83,2,10,10,0,0,0.642353,4,13.725913,76.000000,2430.000000,677.500000,254.000000,678.578735,253.805862,546.000000,0.158147,52.000000,23.716118,8.000000,0.945282,0.326254,0.326254,-0.945282,8.465958,5.698689,0.900142,12949.000000,90.067764,7.067533,27,44.041630,8.944272,0,680,252,669.000000,259.000000,661.000000,255.000000,190.823380,694,266,661,242,546.000000,678,253
83,3,3,3,0,0,0.653559,4,20.222029,127.750000,14687.583008,1296.000000,431.000000,1298.269653,429.404572,964.000000,-0.129512,59.000000,34.164936,9.000000,0.991290,0.131695,0.131695,-0.991290,15.190254,5.515825,0.352097,32935.000000,97.401222,9.130935,33,65.041634,58.420887,0,1297,426,1325.000000,437.000000,1267.000000,430.000000,301.320862,1325,443,1267,419,964.000000,1298,429
83,4,11,11,0,0,0.683386,5,20.161200,80.800003,4864.700195,2210.500000,492.500000,2212.850830,491.730499,872.000000,0.474217,57.000000,29.630733,9.000000,0.999803,0.019869,0.019869,-0.999803,14.944132,4.904252,0.734405,25838.000000,94.446213,28.175638,3,62.384777,57.008770,1,2211,493,2239.000000,494.000000,2182.000000,495.000000,96.597977,2239,503,2182,482,872.000000,2212,491
83,5,12,12,0,0,0.583333,4,14.939036,96.250000,4881.583496,2027.500000,747.500000,2024.888672,746.951782,539.000000,0.364756,22.000000,12.933209,4.000000,0.996750,-0.080560,-0.080560,-0.996750,10.622381,4.721169,-0.564320,6971.000000,10.748786,7.339501,27,44.071068,41.194660,0,2027,747,2007.000000,749.000000,2048.000000,745.000000,198.166519,2048,758,2007,737,539.000000,2024,746
83,6,7,7,0,0,0.520595,3,16.867918,279.333344,52900.332031,3036.500000,890.500000,3035.151611,892.958252,910.000000,-0.808235,48.000000,28.435165,7.000000,0.526750,-0.850020,0.850020,0.526750,13.256303,5.979964,-0.063025,25876.000000,86.817223,8.693007,36,61.769554,53.037724,0,3035,892,3055.000000,906.000000,3018.000000,868.000000,312.948273,3055,913,3018,868,910.000000,3035,892
83,7,8,8,0,0,0.724746,5,21.790533,81.199997,7873.700195,1229.000000,1000.000000,1232.560303,999.655762,1069.000000,-1.051148,65.000000,41.082321,12.000000,0.999016,0.044362,0.044362,-0.999016,15.226610,5.843884,-0.165541,43917.000000,155.888458,9.919417,32,61.142136,57.314919,0,1229,1000,1257.000000,1007.000000,1200.000000,1001.000000,317.421356,1258,1012,1200,988,1069.000000,1232,999
83,8,9,9,0,0,0.561966,4,14.870433,102.500000,555.000000,1588.500000,1147.500000,1588.952515,1147.752808,526.000000,0.484168,52.000000,22.826996,5.000000,0.983631,-0.180193,-0.180193,-0.983631,8.181193,5.740174,0.806039,12007.000000,89.667786,6.449367,32,43.798988,31.016125,0,1590,1145,1571.000000,1151.000000,1602.000000,1152.000000,206.379730,1606,1160,1571,1135,526.000000,1588,1147
84,1,2,2,0,0,0.674556,4,23.537889,137.500000,17700.333984,2197.000000,55.500000,2202.614990,55.269299,1140.000000,-0.598476,63.000000,41.493858,7.000000,0.999711,0.024034,0.024034,-0.999711,16.604549,5.894664,-0.484226,47303.000000,156.778030,10.465833,32,69.798988,61.400326,0,2198,55,2226.000000,45.000000,2165.000000,52.000000,334.906647,2229,68,2165,43,1140.000000,2202,55
84,2,10,10,0,0,0.520418,5,15.868760,101.000000,18796.000000,678.000000,255.000000,682.441589,252.695251,548.000000,-0.192761,27.000000,14.217154,5.000000,0.930566,0.366123,0.366123,-0.930566,9.441811,6.016135,0.345533,7791.000000,14.410873,20.290020,3,45.384777,37.589893,0,679,251,692.000000,265.000000,659.000000,247.000000,60.870056,697,268,659,242,548.000000,682,252
84,3,3,3,0,0,0.662973,4,20.472702,129.250000,20838.916016,1309.000000,430.500000,1311.260620,429.094391,1017.000000,0.057033,60.000000,34.918388,6.000000,0.983250,0.182264,0.182264,-0.983250,15.096386,5.717343,0.024935,35512.000000,111.473183,8.965752,34,65.041634,59.908264,0,1309,427,1338.000000,436.000000,1280.000000,421.000000,304.835571,1338,443,1280,418,1017.000000,1311,429
84,4,11,11,0,0,0.697997,4,20.520988,98.000000,2717.333252,2237.000000,492.500000,2238.673340,492.171082,906.000000,0.488369,58.000000,30.110374,12.000000,0.999493,0.031825,0.031825,-0.999493,15.387775,4.964089,0.906506,27280.000000,86.742783,8.881530,36,63.384777,57.558666,0,2237,494,2266.000000,494.000000,2209.000000,486.000000,319.735077,2266,503,2208,482,906.000000,2238,492
84,5,12,12,0,0,0.583639,4,14.980820,85.250000,3188.916748,2021.000000,748.000000,2018.462402,747.332642,478.000000,0.105329,17.000000,11.219666,4.000000,0.994123,-0.108253,-0.108253,-0.994123,9.322293,4.760866,-0.773465,5363.000000,7.050074,14.105382,5,43.142136,38.013157,0,2020,745,2002.000000,750.000000,2040.000000,749.000000,70.526909,2040,758,2002,738,478.000000,2018,747
